id_transacao,valor,tempo,fim_de_semana,idade_cliente,tipo_transacao,cidade,perfil,numero_transacoes,fraude
110,1000.0,6.561146114850638,1,75,transferencia,Fortaleza,Aposentado,4,1
111,1000.0,16.432944583501737,1,55,compra,Brasília,Não Aposentado,5,1
112,1000.0,8.418861538241066,0,23,compra,Campo Grande,Estudante,3,1
113,1000.0,1.5804786548337573,0,51,compra,Salvador,Não Aposentado,5,1
114,1000.0,5.594517731940609,0,32,compra,Macapá,Não Aposentado,2,0
115,1000.0,9.591644806516706,0,36,compra,Recife,Não Aposentado,5,1
116,1000.0,18.51352226755165,0,33,compra,Cuiabá,Não Aposentado,3,1
117,1000.0,9.229917798445719,0,61,compra,Maceió,Aposentado,1,0
118,1000.0,0.4585849420055954,0,63,compra,Brasília,Aposentado,1,0
119,1000.0,21.314413760402594,0,76,compra,Curitiba,Aposentado,4,1
120,1000.0,15.651656308471491,1,53,compra,Belém,Não Aposentado,3,1
121,1000.0,8.461139036507138,0,27,transferencia,Macapá,Estudante,3,1
122,1000.0,20.99766401560043,0,69,compra,Fortaleza,Aposentado,4,1
123,1000.0,2.2021643684690355,0,63,saque,João Pessoa,Aposentado,4,1
124,1000.0,12.882348038738677,0,59,compra,Maceió,Não Aposentado,5,1
125,1000.0,1.61457382660753,0,25,compra,Boa Vista,Estudante,5,1
126,1000.0,2.422239671766702,1,20,transferencia,Cuiabá,Estudante,1,1
127,1000.0,6.3503991576413545,1,67,compra,Belo Horizonte,Aposentado,4,1
128,1000.0,8.362364491655176,0,53,compra,Cuiabá,Não Aposentado,2,0
129,1000.0,19.37031682405488,0,22,compra,Cuiabá,Estudante,5,1
130,1000.0,2.710090315912754,0,77,compra,Aracaju,Aposentado,4,1
131,1000.0,6.194011847485302,0,34,saque,Teresina,Não Aposentado,3,1
132,1000.0,16.58855345381759,0,62,saque,Macapá,Aposentado,3,1
133,1000.0,14.938247392900895,0,19,compra,Teresina,Estudante,3,1
134,1000.0,0.22403023309403292,0,39,compra,Vitória,Não Aposentado,3,1
135,1000.0,14.206055771417827,0,53,compra,Campo Grande,Não Aposentado,3,1
136,1000.0,18.135446840710124,0,52,transferencia,Teresina,Não Aposentado,3,1
137,1000.0,18.655038877297642,0,69,saque,Goiânia,Aposentado,4,1
138,1000.0,16.269824636321292,0,20,compra,Natal,Estudante,4,1
139,1000.0,1.0434679008988539,1,39,compra,Curitiba,Não Aposentado,5,1
140,1000.0,11.556368562085934,0,24,compra,Manaus,Estudante,1,0
141,1000.0,20.023723980033996,0,79,saque,Natal,Aposentado,1,0
142,1000.0,9.589025143211718,0,49,compra,Florianópolis,Não Aposentado,3,1
143,1000.0,23.752560882799475,0,54,compra,Manaus,Não Aposentado,2,0
144,1000.0,3.6868862248093874,0,48,compra,Teresina,Não Aposentado,1,0
145,1000.0,22.693888519175356,0,55,compra,Salvador,Não Aposentado,1,0
146,1000.0,0.13892231511138142,0,57,compra,Campo Grande,Não Aposentado,1,0
147,1000.0,8.044611981400642,0,67,compra,Rio Branco,Aposentado,1,0
148,1000.0,22.13056324925457,1,42,saque,Rio de Janeiro,Não Aposentado,4,1
149,1000.0,14.465163577158316,1,70,compra,Goiânia,Aposentado,4,1
150,1000.0,3.6415994063276713,0,22,compra,Belo Horizonte,Estudante,1,0
151,1000.0,5.97133123347545,0,36,compra,Goiânia,Não Aposentado,1,0
152,1000.0,16.750485446823866,1,67,compra,Teresina,Aposentado,4,1
153,1000.0,18.613472081767135,1,54,saque,Rio Branco,Não Aposentado,2,0
154,1000.0,14.968407066220113,0,42,compra,Campo Grande,Não Aposentado,5,1
155,1000.0,10.625722720092575,0,21,compra,Salvador,Estudante,5,1
156,1000.0,8.611235246091514,1,77,compra,Boa Vista,Aposentado,1,0
157,1000.0,18.403983407771776,0,28,compra,Manaus,Estudante,4,1
158,1000.0,0.9777254685557439,0,54,compra,Cuiabá,Não Aposentado,1,0
159,1000.0,23.620907251631742,0,63,compra,Florianópolis,Aposentado,1,0
160,1000.0,14.183688478150263,0,68,compra,Florianópolis,Aposentado,4,1
161,1000.0,10.87164318827163,1,21,compra,Campo Grande,Estudante,3,1
162,1000.0,16.820674261685497,0,46,saque,Recife,Não Aposentado,1,0
163,1000.0,13.741594954768162,0,36,saque,Belém,Não Aposentado,1,0
164,1000.0,3.884529154546624,0,70,compra,Fortaleza,Aposentado,2,0
165,1000.0,8.822048993583516,1,55,compra,Brasília,Não Aposentado,1,0
166,1000.0,11.648266239673625,0,67,transferencia,Campo Grande,Aposentado,3,1
167,1000.0,18.166031936841723,1,36,compra,Palmas,Não Aposentado,3,1
168,1000.0,17.373191742050544,0,25,compra,Porto Alegre,Estudante,1,1
169,1000.0,13.302192640864336,0,34,saque,Belém,Não Aposentado,5,1
170,1000.0,5.626838872260774,0,69,compra,São Paulo,Aposentado,4,1
171,1000.0,14.511783661808952,1,52,compra,Fortaleza,Não Aposentado,1,0
172,1000.0,6.510609605916714,0,34,compra,Rio de Janeiro,Não Aposentado,3,1
173,1000.0,4.228719321249749,0,67,compra,Natal,Aposentado,4,1
174,1000.0,17.130417828351607,0,69,saque,João Pessoa,Aposentado,4,1
175,1000.0,20.346078357263575,0,23,saque,Natal,Estudante,4,1
176,1000.0,13.376647386747443,0,70,compra,Florianópolis,Aposentado,2,0
177,1000.0,10.926228374819559,0,40,saque,São Luís,Não Aposentado,2,0
178,1000.0,15.385780353714097,1,52,saque,Porto Velho,Não Aposentado,3,1
179,1000.0,16.375752333355287,1,57,compra,São Luís,Não Aposentado,1,1
180,1000.0,18.45763572674868,0,68,compra,Recife,Aposentado,2,0
181,1000.0,5.067118646353542,0,67,saque,Salvador,Aposentado,2,0
182,1000.0,8.581210454271977,0,45,compra,Brasília,Não Aposentado,4,1
183,1000.0,12.957673715998371,1,45,compra,Aracaju,Não Aposentado,3,1
184,1000.0,7.252271254823148,1,38,compra,Aracaju,Não Aposentado,5,1
185,1000.0,5.285451568244733,1,73,compra,Goiânia,Aposentado,3,1
186,1000.0,8.161215092764547,0,32,compra,Macapá,Não Aposentado,5,1
187,1000.0,19.86735382529643,0,78,transferencia,Vitória,Aposentado,3,1
188,1000.0,9.530235808537544,1,53,transferencia,Goiânia,Não Aposentado,2,0
189,1000.0,4.078309819736139,0,39,compra,Porto Alegre,Não Aposentado,2,0
190,1000.0,9.322014618259733,0,71,compra,São Luís,Aposentado,4,1
191,1000.0,4.310768126540754,0,62,compra,Brasília,Aposentado,4,1
192,1000.0,12.454528768718992,1,49,compra,Maceió,Não Aposentado,2,0
193,1000.0,22.32757732963988,0,71,transferencia,Goiânia,Aposentado,1,0
194,1000.0,18.711534686353538,0,24,saque,São Paulo,Estudante,3,1
195,1000.0,18.884132392138085,0,70,compra,Fortaleza,Aposentado,2,1
196,1000.0,18.512850101622682,0,37,compra,Palmas,Não Aposentado,1,1
197,1000.0,9.557955835843202,0,24,compra,Campo Grande,Estudante,5,1
198,1000.0,23.677250978938734,0,73,compra,Belo Horizonte,Aposentado,4,1
199,1000.0,7.8598234726535425,1,45,compra,Salvador,Não Aposentado,1,0
200,1000.0,10.097312936556825,1,26,compra,Aracaju,Estudante,4,1
201,1000.0,5.8476335897926655,0,58,saque,Porto Alegre,Não Aposentado,2,0
202,1000.0,2.1028486510568793,0,60,compra,Fortaleza,Aposentado,2,0
203,1000.0,22.33860214032314,0,52,saque,Florianópolis,Não Aposentado,2,0
204,1000.0,18.95249988882021,0,44,compra,Manaus,Não Aposentado,5,1
205,1000.0,5.084703046411474,1,48,compra,Florianópolis,Não Aposentado,4,1
206,1000.0,21.046340306496365,0,29,saque,João Pessoa,Estudante,3,1
207,1000.0,16.67508361866772,1,35,compra,São Paulo,Não Aposentado,5,1
208,1000.0,4.468529999294423,0,59,compra,Salvador,Não Aposentado,2,0
209,1000.0,6.931898240478904,1,68,compra,Brasília,Aposentado,1,0
210,1000.0,16.739428501740885,0,70,compra,Goiânia,Aposentado,2,0
211,1000.0,23.058302354424352,1,29,compra,São Luís,Estudante,2,0
212,1000.0,9.997172336716735,1,26,compra,Teresina,Estudante,3,1
213,1000.0,1.171786157752444,1,22,saque,Vitória,Estudante,2,0
214,1000.0,21.712464423408814,1,61,compra,Teresina,Aposentado,2,0
215,1000.0,8.936279712954688,1,22,transferencia,Palmas,Estudante,1,0
216,1000.0,22.89328465127674,0,68,compra,Curitiba,Aposentado,2,0
217,1000.0,19.21116385975781,0,56,saque,Brasília,Não Aposentado,2,0
218,1000.0,18.522623999407042,0,36,saque,Macapá,Não Aposentado,5,1
219,1000.0,8.919880004481607,0,75,compra,Florianópolis,Aposentado,1,0
220,1000.0,22.613783669133888,1,43,compra,João Pessoa,Não Aposentado,5,1
221,1000.0,20.465507775906104,0,42,saque,Salvador,Não Aposentado,4,1
222,1000.0,6.988656794477896,0,72,compra,Boa Vista,Aposentado,2,0
223,1000.0,10.139589811468472,0,29,saque,João Pessoa,Estudante,5,1
224,1000.0,0.5479458605813168,1,55,compra,Belém,Não Aposentado,3,1
225,1000.0,11.478213389683837,0,25,compra,Manaus,Estudante,1,0
226,1000.0,6.799330602511549,0,79,compra,Aracaju,Aposentado,2,0
227,1000.0,12.754480375459945,0,34,saque,São Paulo,Não Aposentado,4,1
228,1000.0,8.482851281616664,0,48,compra,Curitiba,Não Aposentado,3,1
229,1000.0,7.6570018461668115,0,38,saque,Palmas,Não Aposentado,2,1
230,1000.0,10.660144498629272,1,47,compra,Macapá,Não Aposentado,2,0
231,1000.0,22.074483806694985,0,39,saque,Vitória,Não Aposentado,2,0
232,1000.0,12.247869286990442,0,29,transferencia,São Luís,Estudante,1,0
233,1000.0,10.871467131345936,0,73,transferencia,Belém,Aposentado,3,1
234,1000.0,12.022192989986667,1,23,compra,Goiânia,Estudante,2,0
235,1000.0,21.682186205706447,0,19,transferencia,Macapá,Estudante,1,0
236,1000.0,14.567976971363253,0,23,transferencia,Florianópolis,Estudante,2,0
237,1000.0,1.062170481402382,0,79,compra,Vitória,Aposentado,4,1
238,1000.0,10.466651011441925,0,39,compra,Campo Grande,Não Aposentado,2,0
239,1000.0,15.703750951282215,0,71,compra,Goiânia,Aposentado,2,0
240,1000.0,15.34321909541309,0,63,compra,Curitiba,Aposentado,4,1
241,1000.0,16.96718076205767,0,22,compra,Salvador,Estudante,2,0
242,1000.0,19.85070066015531,0,44,compra,Porto Velho,Não Aposentado,2,0
243,1000.0,15.491552474290975,0,35,saque,Porto Alegre,Não Aposentado,2,0
244,1000.0,0.15807399634370434,1,74,compra,Rio Branco,Aposentado,4,1
245,1000.0,8.41398954752653,0,52,compra,Macapá,Não Aposentado,2,0
246,1000.0,6.731807412963239,0,25,transferencia,Vitória,Estudante,2,0
247,1000.0,10.739915596639124,1,63,compra,Belém,Aposentado,4,1
248,1000.0,10.059554321946562,0,38,compra,Florianópolis,Não Aposentado,3,1
249,1000.0,11.801791732471784,0,47,saque,Porto Velho,Não Aposentado,1,0
250,1000.0,12.123949376702708,1,63,compra,Vitória,Aposentado,4,1
251,1000.0,4.763024506653969,1,28,saque,Maceió,Estudante,2,0
252,1000.0,4.236223844252294,1,63,compra,Curitiba,Aposentado,2,1
253,1000.0,23.359643328574442,1,65,compra,Palmas,Aposentado,4,1
254,1000.0,4.8395337692591855,0,45,compra,Vitória,Não Aposentado,2,0
255,1000.0,12.511153242672824,1,27,saque,Natal,Estudante,3,1
256,1000.0,21.257936794888476,1,62,compra,Belo Horizonte,Aposentado,2,0
257,1000.0,17.081165327013977,0,65,saque,Salvador,Aposentado,1,0
258,1000.0,3.5667901758255622,0,35,compra,Vitória,Não Aposentado,2,0
259,1000.0,22.40176017089773,0,76,compra,Maceió,Aposentado,1,0
260,1000.0,4.284127259121342,0,33,compra,Natal,Não Aposentado,1,0
261,1000.0,19.527270540070052,1,75,compra,São Luís,Aposentado,4,1
262,1000.0,2.6719928187702306,0,75,compra,Recife,Aposentado,2,0
263,1000.0,22.169094018265476,0,64,compra,Aracaju,Aposentado,3,1
264,1000.0,11.4802550721381,1,18,compra,Rio Branco,Estudante,4,1
265,1000.0,21.455412663678764,0,65,compra,Vitória,Aposentado,4,1
266,1000.0,19.325898643954908,1,33,transferencia,Teresina,Não Aposentado,4,1
267,1000.0,9.209518208674602,1,69,compra,Cuiabá,Aposentado,4,1
268,1000.0,1.4822324059624608,0,46,saque,Goiânia,Não Aposentado,2,0
269,1000.0,23.31321811191269,1,61,compra,Natal,Aposentado,3,1
270,1000.0,6.189217164725431,1,28,compra,Cuiabá,Estudante,3,1
271,1000.0,23.65630687250532,0,79,compra,Teresina,Aposentado,4,1
272,1000.0,23.304729330224667,1,43,compra,Maceió,Não Aposentado,1,1
273,1000.0,4.97578723697391,0,31,compra,Boa Vista,Não Aposentado,4,1
274,1000.0,19.57201539855843,0,61,compra,Porto Velho,Aposentado,4,1
275,1000.0,5.933892569757961,0,74,saque,Macapá,Aposentado,4,1
276,1000.0,23.9754645663664,1,35,transferencia,Porto Velho,Não Aposentado,1,0
277,1000.0,4.134711523616655,0,57,compra,Teresina,Não Aposentado,3,1
278,1000.0,6.04452605509957,0,50,compra,São Paulo,Não Aposentado,3,1
279,1000.0,13.020614636971708,0,66,compra,Campo Grande,Aposentado,1,0
280,1000.0,1.142574275596897,0,19,compra,Curitiba,Estudante,2,0
281,1000.0,22.340712935084184,0,34,compra,Porto Velho,Não Aposentado,4,1
282,1000.0,0.7223962283502106,0,45,compra,Macapá,Não Aposentado,4,1
283,1000.0,7.796082776215996,0,75,compra,Fortaleza,Aposentado,1,0
284,1000.0,23.14860559878901,0,35,compra,Porto Alegre,Não Aposentado,3,1
285,1000.0,22.379364581000967,0,30,compra,Florianópolis,Não Aposentado,1,1
286,1000.0,18.421447657738135,1,33,saque,São Paulo,Não Aposentado,1,0
287,1000.0,6.693578302669874,0,38,compra,Salvador,Não Aposentado,1,0
288,1000.0,3.44483331818562,0,22,compra,Campo Grande,Estudante,2,0
289,1000.0,21.29249623781078,0,28,compra,Curitiba,Estudante,2,0
290,1000.0,20.06612653431677,1,27,compra,Belo Horizonte,Estudante,5,1
291,1000.0,20.648896050646226,0,38,compra,Manaus,Não Aposentado,4,1
292,1000.0,23.71044548486214,0,74,compra,Vitória,Aposentado,2,0
293,1000.0,19.38966107733623,1,60,compra,Florianópolis,Aposentado,2,0
294,1000.0,1.915953963309878,0,74,compra,João Pessoa,Aposentado,1,0
295,1000.0,18.716083372933397,1,20,compra,Maceió,Estudante,1,0
296,1000.0,11.79051726431344,0,32,compra,Rio de Janeiro,Não Aposentado,3,1
297,1000.0,14.175736772744315,0,41,compra,Aracaju,Não Aposentado,4,1
298,1000.0,20.119287610163525,1,75,compra,Cuiabá,Aposentado,2,0
299,1000.0,6.3531667200021875,1,51,compra,Natal,Não Aposentado,5,1
300,1000.0,20.563206763070284,1,75,compra,São Paulo,Aposentado,3,1
301,1000.0,11.61618446881464,0,34,compra,Goiânia,Não Aposentado,5,1
302,1000.0,14.376203831843902,0,43,compra,Belo Horizonte,Não Aposentado,3,1
303,1000.0,12.899116325762607,1,28,compra,São Luís,Estudante,1,0
304,1000.0,22.194396214352576,0,19,compra,Rio de Janeiro,Estudante,2,0
305,1000.0,0.002163775370888743,0,77,transferencia,Recife,Aposentado,3,1
306,1000.0,10.129771051465188,0,43,compra,Goiânia,Não Aposentado,3,1
307,1000.0,4.047570149757244,0,54,compra,Florianópolis,Não Aposentado,5,1
308,1000.0,2.824168845007507,0,63,compra,Florianópolis,Aposentado,1,0
309,1000.0,4.682792955401912,0,34,compra,Florianópolis,Não Aposentado,2,0
310,1000.0,4.646965795192263,0,28,compra,Porto Velho,Estudante,2,1
311,1000.0,23.35461941899337,0,27,compra,Goiânia,Estudante,2,0
312,1000.0,13.154272407217636,1,55,transferencia,Belo Horizonte,Não Aposentado,2,0
313,1000.0,4.430326905072819,0,30,saque,Campo Grande,Não Aposentado,3,1
314,1000.0,0.8446882786236314,0,28,transferencia,João Pessoa,Estudante,5,1
315,1000.0,22.85939390141776,0,49,saque,Salvador,Não Aposentado,2,0
316,1000.0,12.951849529466418,0,72,compra,Curitiba,Aposentado,3,1
317,1000.0,12.080799634459595,0,18,compra,Porto Alegre,Estudante,4,1
318,1000.0,13.408083080386229,0,58,saque,Aracaju,Não Aposentado,1,0
319,1000.0,6.616825657106262,0,36,compra,São Paulo,Não Aposentado,3,1
320,1000.0,8.161899259998767,0,44,compra,São Paulo,Não Aposentado,2,0
321,1000.0,6.585474596160226,0,75,compra,Porto Alegre,Aposentado,2,0
322,1000.0,16.23969939320561,1,45,transferencia,Belo Horizonte,Não Aposentado,1,0
323,1000.0,0.921225387269164,1,23,compra,Manaus,Estudante,5,1
324,1000.0,5.455904138641454,0,26,transferencia,João Pessoa,Estudante,3,1
325,1000.0,20.773075486281915,1,75,compra,Belém,Aposentado,1,0
326,1000.0,6.11317360801766,1,41,saque,Manaus,Não Aposentado,2,0
327,1000.0,1.9928198472254008,0,38,compra,Curitiba,Não Aposentado,3,1
328,1000.0,19.207389311056183,0,71,saque,Natal,Aposentado,4,1
329,1000.0,21.648018714167037,0,20,compra,Manaus,Estudante,4,1
330,1000.0,16.093658382383552,0,45,saque,Belo Horizonte,Não Aposentado,1,0
331,1000.0,1.5075890991972907,0,79,transferencia,Vitória,Aposentado,4,1
332,1000.0,0.17570650139276278,0,66,compra,Campo Grande,Aposentado,4,1
333,1000.0,17.08645497986557,1,21,saque,Salvador,Estudante,1,0
334,1000.0,18.02315207034972,0,78,compra,Cuiabá,Aposentado,3,1
335,1000.0,11.0333745204635,0,61,compra,Salvador,Aposentado,3,1
336,1000.0,23.241792725102563,1,65,transferencia,Vitória,Aposentado,4,1
337,1000.0,9.511984297254477,0,54,compra,Salvador,Não Aposentado,1,0
338,1000.0,7.872451440333027,0,74,compra,Goiânia,Aposentado,3,1
339,1000.0,20.430083645807827,0,71,compra,Belo Horizonte,Aposentado,4,1
340,1000.0,10.379084858296366,1,34,saque,São Paulo,Não Aposentado,3,1
341,1000.0,10.377860719945343,0,57,compra,Manaus,Não Aposentado,4,1
342,1000.0,10.055661921053616,1,44,saque,Curitiba,Não Aposentado,1,1
343,1000.0,17.33816576925585,1,38,compra,Palmas,Não Aposentado,1,0
344,1000.0,8.159514475471834,0,24,saque,Aracaju,Estudante,1,0
345,1000.0,17.30965736722909,0,21,compra,Boa Vista,Estudante,3,1
346,1000.0,8.155987169137425,0,56,transferencia,Porto Alegre,Não Aposentado,2,0
347,1000.0,7.588896178266778,1,34,compra,Belo Horizonte,Não Aposentado,5,1
348,1000.0,13.650131747795363,1,70,compra,Teresina,Aposentado,3,1
349,1000.0,9.307692708552228,0,22,saque,Rio de Janeiro,Estudante,5,1
350,1000.0,1.104917040630271,1,79,compra,São Luís,Aposentado,4,1
351,1000.0,12.32151430874099,0,56,compra,Porto Velho,Não Aposentado,2,0
352,1000.0,11.465011167183416,0,24,compra,Macapá,Estudante,1,1
353,1000.0,11.127812034872541,0,54,compra,Florianópolis,Não Aposentado,1,1
354,1000.0,11.882616439450697,0,40,saque,Natal,Não Aposentado,2,1
355,1000.0,7.316579151413407,0,58,compra,Aracaju,Não Aposentado,2,0
