id_transacao,valor,tempo,fim_de_semana,idade_cliente,tipo_transacao,cidade,fraude,perfil,numero_transacoes
46,1000.0,20.59,1,69,compra,Fortaleza,0,Aposentado,1
47,1000.0,7.53,0,67,compra,Maceió,0,Aposentado,1
48,1000.0,4.7,0,70,saque,Goiânia,0,Aposentado,1
49,1000.0,12.39,1,56,compra,São Paulo,0,Comerciante,3
50,1000.0,21.85,0,49,compra,Porto Alegre,0,Investidor,4
51,1000.0,1.05,0,67,compra,Fortaleza,0,Aposentado,1
52,1000.0,18.38,0,40,compra,Porto Alegre,0,Comerciante,5
53,1000.0,13.74,1,68,compra,São Paulo,0,Aposentado,1
54,1000.0,10.21,0,63,compra,Boa Vista,0,Aposentado,1
55,1000.0,17.86,0,57,compra,Belém,0,Comerciante,2
56,1000.0,23.18,0,24,compra,Rio de Janeiro,1,Estudante,1
57,1000.0,5.5,1,18,compra,João Pessoa,1,Estudante,1
58,1000.0,3.45,0,42,compra,João Pessoa,0,Engenheiro,1
59,1000.0,21.91,0,48,compra,Campo Grande,0,Bancário,4
60,1000.0,16.05,0,23,transferencia,Rio de Janeiro,0,Estudante,1
61,1000.0,10.51,0,45,compra,Manaus,0,Engenheiro,1
62,1000.0,13.76,1,48,compra,Boa Vista,0,Bancário,1
63,1000.0,17.89,0,78,compra,Fortaleza,0,Aposentado,1
64,1000.0,18.55,1,53,compra,Maceió,0,Investidor,4
65,1000.0,22.08,1,33,saque,Belém,0,Comerciante,1
66,1000.0,10.24,1,32,compra,Teresina,0,Engenheiro,1
67,1000.0,7.04,0,39,compra,Florianópolis,0,Investidor,4
68,1000.0,15.35,0,35,compra,Teresina,0,Comerciante,5
69,1000.0,9.98,0,67,transferencia,Boa Vista,0,Aposentado,1
70,1000.0,14.27,1,25,compra,Boa Vista,0,Estudante,1
71,1000.0,10.08,1,27,saque,Manaus,0,Comerciante,2
72,1000.0,3.67,0,54,compra,Natal,0,Investidor,2
73,1000.0,11.27,1,56,compra,Natal,0,Investidor,1
74,1000.0,16.58,1,66,compra,Florianópolis,0,Aposentado,1
75,1000.0,19.18,1,23,compra,Brasília,0,Estudante,1
76,1000.0,11.84,0,60,saque,Rio de Janeiro,1,Aposentado,1
77,1000.0,3.97,1,76,compra,Belo Horizonte,0,Aposentado,1
78,1000.0,9.95,1,27,compra,Belo Horizonte,1,Comerciante,2
79,1000.0,18.87,0,56,compra,Fortaleza,0,Bancário,1
80,1000.0,9.91,1,75,saque,Campo Grande,1,Aposentado,1
81,1000.0,16.72,0,24,saque,São Paulo,0,Estudante,1
82,1000.0,12.17,0,59,transferencia,Goiânia,1,Investidor,5
83,1000.0,5.79,1,62,compra,Aracaju,0,Aposentado,1
84,1000.0,19.11,0,52,compra,Belo Horizonte,1,Comerciante,2
85,1000.0,2.02,1,45,compra,João Pessoa,0,Engenheiro,1
86,1000.0,12.6,0,42,compra,Teresina,0,Engenheiro,1
87,1000.0,5.01,0,45,compra,Salvador,0,Engenheiro,1
88,1000.0,1.61,0,26,saque,Vitória,1,Investidor,2
89,1000.0,12.07,0,22,transferencia,Aracaju,0,Estudante,1
90,1000.0,11.99,1,74,compra,Curitiba,0,Aposentado,1
91,1000.0,16.97,0,33,saque,Porto Alegre,0,Engenheiro,1
92,1000.0,17.87,0,46,compra,Porto Alegre,0,Investidor,2
93,1000.0,17.47,0,60,compra,Salvador,0,Aposentado,1
94,1000.0,9.83,1,72,saque,Brasília,0,Aposentado,1
95,1000.0,15.16,0,40,compra,João Pessoa,0,Engenheiro,1
96,1000.0,13.85,1,74,compra,Palmas,0,Aposentado,1
97,1000.0,10.12,0,35,transferencia,Belo Horizonte,1,Comerciante,5
98,1000.0,14.33,0,43,compra,Palmas,0,Engenheiro,1
99,1000.0,22.73,1,64,transferencia,Campo Grande,0,Aposentado,1
100,1000.0,4.63,0,22,saque,Porto Velho,0,Estudante,1
101,1000.0,21.74,0,25,saque,Aracaju,0,Estudante,1
102,1000.0,1.28,1,57,compra,Florianópolis,0,Bancário,1
103,1000.0,7.4,0,36,transferencia,Goiânia,0,Investidor,5
104,1000.0,6.92,1,54,saque,Porto Velho,0,Comerciante,4
105,1000.0,15.03,1,45,compra,Brasília,0,Investidor,2
106,1000.0,3.15,0,21,saque,Aracaju,0,Estudante,1
107,1000.0,21.18,0,37,saque,Macapá,1,Bancário,1
108,1000.0,19.89,0,67,saque,Curitiba,0,Aposentado,1
109,1000.0,15.65,1,39,compra,Recife,0,Comerciante,1
110,1000.0,11.0,1,29,compra,Palmas,0,Comerciante,2
111,1000.0,22.39,0,18,compra,Rio Branco,0,Estudante,1
112,1000.0,19.94,0,25,compra,Belém,0,Estudante,1
113,1000.0,11.98,0,77,compra,Florianópolis,0,Aposentado,1
114,1000.0,16.84,0,75,compra,Rio Branco,0,Aposentado,1
115,1000.0,13.61,0,58,saque,Porto Alegre,1,Bancário,4
116,1000.0,14.11,1,44,compra,Vitória,0,Investidor,1
117,1000.0,7.94,1,38,compra,Belo Horizonte,0,Investidor,4
118,1000.0,11.09,1,62,saque,Boa Vista,0,Aposentado,1
119,1000.0,1.87,0,71,compra,Rio de Janeiro,0,Aposentado,1
120,1000.0,8.58,1,50,compra,Belém,0,Bancário,4
121,1000.0,16.7,1,55,compra,Maceió,0,Comerciante,3
122,1000.0,22.88,0,50,transferencia,Vitória,0,Investidor,3
123,1000.0,23.11,0,63,compra,Teresina,0,Aposentado,1
124,1000.0,13.34,1,54,compra,Aracaju,0,Bancário,3
125,1000.0,14.56,1,62,saque,Natal,0,Aposentado,1
126,1000.0,4.46,0,74,compra,Natal,0,Aposentado,1
127,1000.0,16.69,0,22,saque,Palmas,0,Estudante,1
128,1000.0,1.7,0,32,compra,Fortaleza,0,Comerciante,1
129,1000.0,6.83,1,47,compra,São Luís,0,Bancário,5
130,1000.0,16.04,1,20,compra,Curitiba,0,Estudante,1
131,1000.0,7.45,0,45,compra,Macapá,0,Engenheiro,1
132,1000.0,1.2,0,47,compra,Boa Vista,0,Investidor,1
133,1000.0,19.96,1,53,compra,São Paulo,0,Bancário,4
134,1000.0,7.45,1,20,saque,Rio Branco,0,Estudante,1
135,1000.0,1.51,1,69,compra,Macapá,0,Aposentado,1
136,1000.0,1.79,1,61,compra,São Paulo,0,Aposentado,1
137,1000.0,6.04,0,77,compra,Natal,0,Aposentado,1
138,1000.0,4.27,1,75,compra,Goiânia,0,Aposentado,1
139,1000.0,18.58,0,48,saque,São Paulo,0,Comerciante,5
140,1000.0,7.72,1,31,compra,São Paulo,0,Engenheiro,1
141,1000.0,19.31,0,23,compra,Macapá,0,Estudante,1
142,1000.0,4.17,1,36,compra,Aracaju,0,Bancário,1
143,1000.0,11.83,1,79,compra,Fortaleza,0,Aposentado,1
144,1000.0,16.51,0,22,compra,Belém,0,Estudante,1
145,1000.0,15.65,0,72,saque,Palmas,0,Aposentado,1
146,1000.0,14.43,0,66,compra,Teresina,0,Aposentado,1
147,1000.0,22.2,1,68,compra,Natal,1,Aposentado,1
148,1000.0,5.48,1,76,compra,São Paulo,0,Aposentado,1
149,1000.0,11.85,1,71,compra,Vitória,0,Aposentado,1
150,1000.0,21.22,0,43,compra,Rio de Janeiro,0,Comerciante,3
151,1000.0,1.87,0,67,compra,Salvador,0,Aposentado,1
152,1000.0,1.34,0,73,saque,Rio Branco,0,Aposentado,1
153,1000.0,5.6,0,72,compra,Salvador,0,Aposentado,1
154,1000.0,15.19,0,61,compra,Fortaleza,0,Aposentado,1
155,1000.0,6.24,1,35,saque,Goiânia,0,Investidor,3
156,1000.0,4.57,0,54,compra,São Paulo,0,Comerciante,1
157,1000.0,11.01,1,62,transferencia,Salvador,0,Aposentado,1
158,1000.0,14.73,0,53,saque,Macapá,0,Bancário,5
159,1000.0,5.97,0,48,compra,São Paulo,0,Investidor,4
160,1000.0,7.22,0,35,compra,João Pessoa,0,Comerciante,2
161,1000.0,14.73,0,69,compra,Fortaleza,0,Aposentado,1
162,1000.0,22.7,1,26,saque,Curitiba,0,Investidor,5
163,1000.0,16.19,0,43,compra,Rio de Janeiro,0,Engenheiro,1
164,1000.0,18.79,0,19,compra,São Paulo,0,Estudante,1
165,1000.0,8.8,1,75,compra,Fortaleza,0,Aposentado,1
166,1000.0,6.53,1,49,compra,Natal,1,Investidor,4
167,1000.0,10.9,0,59,compra,Porto Velho,0,Comerciante,4
168,1000.0,19.37,0,62,saque,Porto Alegre,0,Aposentado,1
169,1000.0,10.95,0,23,saque,Maceió,0,Estudante,1
170,1000.0,20.32,0,37,saque,São Luís,0,Investidor,3
171,1000.0,23.73,0,25,saque,Vitória,0,Estudante,1
172,1000.0,1.73,1,62,compra,Salvador,0,Aposentado,1
173,1000.0,1.09,0,21,transferencia,Aracaju,0,Estudante,1
174,1000.0,3.59,0,42,compra,Porto Velho,0,Engenheiro,1
175,1000.0,9.22,0,48,compra,São Luís,0,Comerciante,1
176,1000.0,3.15,1,75,compra,Palmas,0,Aposentado,1
177,1000.0,20.9,0,36,compra,São Paulo,0,Comerciante,1
178,1000.0,0.56,0,24,compra,Maceió,0,Estudante,1
179,1000.0,7.58,0,64,saque,Recife,0,Aposentado,1
180,1000.0,4.43,0,54,compra,São Paulo,0,Comerciante,5
181,1000.0,22.36,0,47,compra,Curitiba,0,Comerciante,2
182,1000.0,16.07,0,44,saque,São Paulo,0,Investidor,1
183,1000.0,21.89,0,34,transferencia,Belém,0,Bancário,1
184,1000.0,23.34,0,49,saque,Macapá,0,Investidor,3
185,1000.0,11.93,0,36,compra,Porto Velho,0,Bancário,2
186,1000.0,5.62,1,42,transferencia,Recife,0,Bancário,1
187,1000.0,4.65,0,46,compra,Curitiba,0,Comerciante,2
188,1000.0,5.35,1,42,compra,Vitória,0,Comerciante,4
189,1000.0,17.01,0,70,compra,Vitória,0,Aposentado,1
190,1000.0,0.97,1,79,compra,Fortaleza,0,Aposentado,1
191,1000.0,1.23,0,49,compra,Cuiabá,0,Investidor,4
192,1000.0,14.6,0,54,compra,Belém,0,Bancário,1
193,1000.0,15.41,1,28,compra,Belo Horizonte,0,Bancário,2
194,1000.0,15.97,1,21,compra,Vitória,0,Estudante,1
195,1000.0,8.93,1,63,compra,Rio de Janeiro,0,Aposentado,1
196,1000.0,19.34,1,48,compra,João Pessoa,0,Investidor,2
197,1000.0,12.81,0,53,compra,Recife,0,Comerciante,1
198,1000.0,2.53,0,21,compra,Aracaju,0,Estudante,1
199,1000.0,19.13,0,19,compra,Curitiba,0,Estudante,1
200,1000.0,22.87,0,56,compra,São Luís,0,Investidor,1
201,1000.0,1.44,1,68,compra,Natal,0,Aposentado,1
202,1000.0,9.39,0,50,compra,Teresina,0,Bancário,3
203,1000.0,11.7,1,61,compra,São Luís,0,Aposentado,1
204,1000.0,3.52,0,44,compra,Rio Branco,0,Engenheiro,1
205,1000.0,20.83,0,43,compra,Macapá,0,Investidor,5
206,1000.0,6.82,0,36,compra,Porto Velho,0,Bancário,1
207,1000.0,18.79,0,74,compra,Maceió,0,Aposentado,1
208,1000.0,16.1,1,61,compra,Florianópolis,1,Aposentado,1
209,1000.0,14.35,1,58,compra,Maceió,0,Comerciante,2
210,1000.0,4.61,0,75,compra,Vitória,0,Aposentado,1
211,1000.0,5.3,1,56,compra,São Luís,1,Bancário,2
212,1000.0,1.14,0,50,compra,Brasília,0,Investidor,4
213,1000.0,5.78,1,55,compra,Belo Horizonte,0,Bancário,1
214,1000.0,8.29,0,27,compra,Porto Velho,0,Investidor,3
215,1000.0,20.0,0,18,compra,Brasília,0,Estudante,1
216,1000.0,8.79,0,67,compra,João Pessoa,0,Aposentado,1
217,1000.0,18.11,0,52,compra,Porto Velho,0,Comerciante,3
218,1000.0,10.55,0,28,compra,São Luís,0,Bancário,5
219,1000.0,18.84,0,76,compra,Rio de Janeiro,0,Aposentado,1
220,1000.0,23.43,0,31,saque,Teresina,0,Investidor,3
221,1000.0,5.76,0,23,compra,Porto Velho,0,Estudante,1
222,1000.0,20.7,1,60,compra,Belo Horizonte,0,Aposentado,1
223,1000.0,14.92,1,56,saque,Salvador,0,Investidor,5
224,1000.0,19.62,1,57,transferencia,Campo Grande,0,Comerciante,1
225,1000.0,15.64,0,42,saque,Rio Branco,0,Bancário,2
226,1000.0,10.17,0,40,transferencia,Brasília,0,Bancário,1
227,1000.0,5.47,0,71,compra,Macapá,0,Aposentado,1
228,1000.0,1.68,0,22,compra,João Pessoa,0,Estudante,1
229,1000.0,12.85,0,43,compra,Teresina,0,Engenheiro,1
230,1000.0,23.77,0,35,saque,Natal,0,Engenheiro,1
231,1000.0,17.71,0,49,compra,Cuiabá,0,Bancário,5
232,1000.0,7.86,0,64,compra,Macapá,0,Aposentado,1
233,1000.0,19.85,0,73,compra,Goiânia,0,Aposentado,1
234,1000.0,18.46,1,38,saque,São Paulo,0,Engenheiro,1
235,1000.0,6.76,1,43,saque,Brasília,0,Comerciante,2
236,1000.0,0.34,0,67,compra,João Pessoa,1,Aposentado,1
237,1000.0,2.84,0,52,compra,São Luís,0,Investidor,1
238,1000.0,21.06,1,27,compra,Florianópolis,0,Bancário,1
239,1000.0,20.08,1,75,compra,Campo Grande,0,Aposentado,1
240,1000.0,7.09,1,45,compra,Maceió,0,Engenheiro,1
241,1000.0,6.84,0,48,saque,Porto Velho,0,Comerciante,4
242,1000.0,19.03,0,32,saque,Porto Velho,0,Engenheiro,1
243,1000.0,22.51,0,72,compra,Palmas,1,Aposentado,1
244,1000.0,18.7,1,75,compra,Maceió,0,Aposentado,1
245,1000.0,14.53,1,57,compra,Campo Grande,0,Investidor,5
246,1000.0,5.82,0,70,compra,Rio de Janeiro,0,Aposentado,1
247,1000.0,12.62,0,75,compra,Palmas,0,Aposentado,1
248,1000.0,5.6,0,25,compra,Manaus,0,Estudante,1
249,1000.0,19.39,1,78,compra,Porto Alegre,0,Aposentado,1
250,1000.0,9.29,1,63,compra,Florianópolis,0,Aposentado,1
251,1000.0,20.01,0,27,saque,Florianópolis,0,Investidor,2
252,1000.0,9.16,0,62,compra,Brasília,0,Aposentado,1
253,1000.0,19.78,0,27,saque,João Pessoa,0,Bancário,3
254,1000.0,8.0,1,55,compra,Manaus,0,Comerciante,4
255,1000.0,10.56,1,35,compra,Belo Horizonte,0,Comerciante,4
256,1000.0,14.77,0,65,compra,Florianópolis,0,Aposentado,1
257,1000.0,1.69,0,45,compra,Natal,0,Bancário,1
258,1000.0,22.76,0,79,compra,Campo Grande,0,Aposentado,1
259,1000.0,13.77,0,45,saque,João Pessoa,0,Engenheiro,1
260,1000.0,12.19,0,67,compra,Teresina,0,Aposentado,1
261,1000.0,20.15,0,73,compra,São Paulo,1,Aposentado,1
262,1000.0,20.78,1,37,compra,Macapá,0,Engenheiro,1
263,1000.0,12.53,1,41,compra,Brasília,0,Bancário,2
264,1000.0,22.25,0,74,compra,Porto Velho,0,Aposentado,1
265,1000.0,1.55,0,23,compra,Fortaleza,0,Estudante,1
266,1000.0,2.72,0,58,compra,Cuiabá,0,Comerciante,2
267,1000.0,14.32,1,65,compra,Vitória,0,Aposentado,1
268,1000.0,8.5,1,49,compra,Brasília,0,Comerciante,4
269,1000.0,11.14,0,23,compra,Rio Branco,0,Estudante,1
270,1000.0,7.87,0,28,compra,Goiânia,1,Comerciante,3
271,1000.0,9.71,0,47,compra,Curitiba,0,Investidor,4
272,1000.0,19.74,0,20,transferencia,Brasília,0,Estudante,1
273,1000.0,14.24,0,25,compra,Teresina,0,Estudante,1
274,1000.0,23.94,0,50,compra,Teresina,1,Investidor,1
275,1000.0,18.89,0,71,saque,Boa Vista,0,Aposentado,1
276,1000.0,6.57,0,64,compra,Vitória,1,Aposentado,1
277,1000.0,6.34,1,64,compra,Salvador,0,Aposentado,1
278,1000.0,8.06,0,36,transferencia,Goiânia,0,Engenheiro,1
279,1000.0,20.24,1,75,transferencia,Cuiabá,0,Aposentado,1
280,1000.0,0.65,0,27,compra,Recife,0,Bancário,3
281,1000.0,5.52,0,36,saque,Porto Alegre,0,Comerciante,5
282,1000.0,21.72,0,26,compra,Macapá,0,Engenheiro,1
283,1000.0,15.36,0,24,compra,Brasília,0,Estudante,1
284,1000.0,5.44,0,78,saque,Maceió,0,Aposentado,1
285,1000.0,5.26,0,31,compra,Curitiba,0,Bancário,2
286,1000.0,20.7,0,19,compra,Manaus,0,Estudante,1
287,1000.0,21.45,1,39,saque,Maceió,0,Comerciante,2
288,1000.0,6.15,0,77,compra,Curitiba,0,Aposentado,1
289,1000.0,10.09,0,62,compra,Fortaleza,0,Aposentado,1
290,1000.0,20.03,1,37,saque,Goiânia,0,Engenheiro,1
291,1000.0,18.5,1,43,saque,Goiânia,0,Engenheiro,1
292,1000.0,19.53,0,76,transferencia,Maceió,0,Aposentado,1
293,1000.0,12.44,0,72,compra,Rio de Janeiro,0,Aposentado,1
294,1000.0,21.88,0,21,compra,Natal,0,Estudante,1
295,1000.0,7.82,0,56,compra,Salvador,0,Bancário,5
296,1000.0,3.76,0,71,compra,Fortaleza,0,Aposentado,1
297,1000.0,17.01,0,57,saque,Porto Velho,0,Bancário,5
298,1000.0,12.94,1,40,compra,João Pessoa,0,Investidor,3
299,1000.0,20.51,0,33,compra,Recife,0,Investidor,2
300,1000.0,1.95,0,42,compra,Porto Alegre,0,Bancário,1
301,1000.0,20.25,0,69,compra,Brasília,0,Aposentado,1
302,1000.0,7.04,0,26,compra,Maceió,0,Investidor,2
303,1000.0,15.72,0,70,saque,Natal,0,Aposentado,1
304,1000.0,0.96,0,78,transferencia,Maceió,0,Aposentado,1
305,1000.0,14.63,0,28,compra,Cuiabá,0,Engenheiro,1
306,1000.0,17.21,1,42,saque,Cuiabá,0,Investidor,3
307,1000.0,8.85,0,48,saque,Rio Branco,0,Bancário,4
308,1000.0,5.17,0,63,compra,Palmas,0,Aposentado,1
309,1000.0,12.9,1,44,compra,Recife,0,Engenheiro,1
310,1000.0,20.0,1,53,saque,Macapá,0,Investidor,3
311,1000.0,7.77,0,68,compra,Palmas,0,Aposentado,1
312,1000.0,6.06,1,64,compra,Teresina,0,Aposentado,1
313,1000.0,6.69,0,31,compra,Belém,0,Engenheiro,1
314,1000.0,22.78,0,40,saque,Salvador,0,Investidor,5
315,1000.0,8.62,0,33,compra,Salvador,0,Engenheiro,1
316,1000.0,0.09,0,37,saque,Cuiabá,0,Comerciante,3
317,1000.0,18.76,0,70,saque,São Paulo,0,Aposentado,1
318,1000.0,16.78,0,20,transferencia,Curitiba,0,Estudante,1
319,1000.0,3.09,1,23,saque,Fortaleza,0,Estudante,1
320,1000.0,23.64,0,46,compra,Aracaju,0,Bancário,4
321,1000.0,14.59,0,21,transferencia,Manaus,0,Estudante,1
322,1000.0,12.02,0,18,compra,São Luís,0,Estudante,1
323,1000.0,9.17,1,67,compra,Fortaleza,0,Aposentado,1
324,1000.0,21.57,1,25,transferencia,Porto Velho,0,Estudante,1
325,1000.0,5.86,0,65,compra,Recife,0,Aposentado,1
326,1000.0,6.86,1,37,saque,Rio Branco,0,Bancário,3
327,1000.0,2.94,1,77,transferencia,Manaus,0,Aposentado,1
328,1000.0,18.22,1,33,saque,Recife,0,Investidor,1
329,1000.0,14.29,0,64,saque,Macapá,0,Aposentado,1
330,1000.0,14.62,0,48,compra,Manaus,0,Investidor,5
331,1000.0,5.24,0,49,compra,Goiânia,0,Investidor,4
332,1000.0,15.63,1,75,saque,Rio de Janeiro,0,Aposentado,1
333,1000.0,18.37,1,51,compra,Campo Grande,0,Investidor,3
334,1000.0,8.59,1,46,saque,Recife,0,Comerciante,1
335,1000.0,19.23,0,29,compra,Porto Alegre,0,Investidor,2
336,1000.0,8.37,0,21,compra,Macapá,0,Estudante,1
337,1000.0,18.2,0,72,compra,Belém,0,Aposentado,1
338,1000.0,0.81,0,60,compra,Porto Alegre,1,Aposentado,1
339,1000.0,13.23,0,51,compra,Florianópolis,0,Bancário,3
340,1000.0,23.27,0,23,compra,Aracaju,0,Estudante,1
341,1000.0,23.55,1,66,compra,Belo Horizonte,0,Aposentado,1
342,1000.0,6.76,0,77,compra,Manaus,0,Aposentado,1
343,1000.0,10.59,1,68,compra,Belém,0,Aposentado,1
344,1000.0,1.51,1,26,saque,Belo Horizonte,0,Engenheiro,1
345,1000.0,20.96,0,22,compra,Porto Alegre,0,Estudante,1
346,1000.0,13.65,0,63,compra,Porto Velho,0,Aposentado,1
347,1000.0,9.24,1,33,compra,Fortaleza,0,Investidor,3
348,1000.0,2.71,1,76,transferencia,Fortaleza,0,Aposentado,1
349,1000.0,22.72,0,73,compra,Salvador,0,Aposentado,1
350,1000.0,12.73,0,18,compra,Curitiba,0,Estudante,1
351,1000.0,6.79,0,37,compra,Vitória,0,Bancário,2
352,1000.0,8.41,0,52,saque,Teresina,0,Comerciante,2
353,1000.0,6.5,0,27,transferencia,Porto Velho,0,Engenheiro,1
354,1000.0,14.44,1,42,saque,Maceió,0,Comerciante,1
355,1000.0,22.32,0,64,saque,Goiânia,0,Aposentado,1
356,1000.0,20.56,0,72,compra,Porto Velho,0,Aposentado,1
357,1000.0,11.05,1,45,compra,Florianópolis,0,Engenheiro,1
358,1000.0,19.84,0,52,transferencia,Fortaleza,0,Investidor,4
359,1000.0,10.15,1,79,compra,São Paulo,0,Aposentado,1
360,1000.0,6.06,0,50,compra,Belo Horizonte,0,Comerciante,3
361,1000.0,23.6,0,62,compra,Rio Branco,0,Aposentado,1
362,1000.0,7.29,0,32,compra,Porto Velho,0,Engenheiro,1
363,1000.0,7.77,0,38,saque,Palmas,0,Investidor,5
364,1000.0,23.75,1,59,compra,Goiânia,0,Investidor,3
365,1000.0,3.21,1,52,compra,Natal,0,Bancário,4
366,1000.0,18.25,1,76,compra,São Paulo,0,Aposentado,1
367,1000.0,22.46,0,67,saque,Maceió,0,Aposentado,1
368,1000.0,12.28,1,68,compra,Brasília,0,Aposentado,1
369,1000.0,0.06,0,70,compra,Belém,0,Aposentado,1
370,1000.0,9.0,0,54,compra,Rio Branco,0,Investidor,2
371,1000.0,2.68,0,27,compra,Goiânia,0,Comerciante,1
372,1000.0,9.99,0,73,compra,Porto Alegre,0,Aposentado,1
373,1000.0,18.96,0,33,compra,Palmas,0,Comerciante,3
374,1000.0,10.53,0,37,transferencia,Boa Vista,0,Bancário,2
375,1000.0,10.37,0,67,saque,Rio de Janeiro,1,Aposentado,1
376,1000.0,13.36,0,25,compra,João Pessoa,0,Estudante,1
377,1000.0,13.96,0,62,saque,Recife,0,Aposentado,1
378,1000.0,20.55,1,48,saque,Goiânia,0,Bancário,4
379,1000.0,7.4,0,25,saque,João Pessoa,0,Estudante,1
380,1000.0,19.72,0,75,compra,Florianópolis,0,Aposentado,1
381,1000.0,13.58,1,30,compra,São Luís,0,Investidor,5
382,1000.0,7.21,0,41,compra,Curitiba,0,Engenheiro,1
383,1000.0,7.08,0,29,transferencia,Goiânia,0,Engenheiro,1
384,1000.0,8.67,1,62,compra,Florianópolis,0,Aposentado,1
385,1000.0,14.94,0,79,saque,Porto Velho,0,Aposentado,1
386,1000.0,5.54,1,76,saque,Palmas,0,Aposentado,1
387,1000.0,22.09,0,34,compra,Manaus,0,Engenheiro,1
388,1000.0,13.8,0,64,compra,Porto Velho,0,Aposentado,1
389,1000.0,22.08,0,77,compra,Maceió,0,Aposentado,1
390,1000.0,1.11,0,58,saque,Vitória,0,Comerciante,5
391,1000.0,8.22,0,69,saque,Cuiabá,0,Aposentado,1
392,1000.0,0.55,0,53,compra,Rio de Janeiro,0,Comerciante,5
393,1000.0,6.53,0,73,compra,Macapá,0,Aposentado,1
394,1000.0,20.69,1,29,compra,Curitiba,0,Bancário,2
395,1000.0,0.88,1,73,compra,Florianópolis,0,Aposentado,1
396,1000.0,10.47,1,71,compra,Maceió,0,Aposentado,1
397,1000.0,2.82,0,53,compra,Belém,0,Investidor,3
398,1000.0,10.0,0,30,transferencia,Belém,0,Comerciante,2
399,1000.0,20.13,0,52,transferencia,Curitiba,0,Investidor,4
400,1000.0,14.95,0,22,compra,Cuiabá,0,Estudante,1
401,1000.0,17.68,1,30,saque,Porto Alegre,1,Bancário,4
402,1000.0,8.38,0,63,saque,São Luís,0,Aposentado,1
403,1000.0,22.67,1,25,saque,Maceió,0,Estudante,1
404,1000.0,17.02,1,72,compra,Palmas,1,Aposentado,1
405,1000.0,10.12,1,28,compra,Macapá,0,Investidor,3
406,1000.0,10.24,0,25,compra,Porto Alegre,0,Estudante,1
407,1000.0,22.05,1,48,transferencia,Recife,0,Comerciante,5
408,1000.0,13.83,1,79,saque,Manaus,1,Aposentado,1
