id_transacao,valor,tempo,fim_de_semana,idade_cliente,tipo_transacao,cidade,perfil,numero_transacoes,fraude
66,1000.0,1.1892292763028323,1,24,compra,São Luís,Estudante,1,0
67,1000.0,19.60350546651894,1,33,compra,Natal,Não Aposentado,2,0
68,1000.0,12.157402549004026,0,37,compra,Manaus,Não Aposentado,4,1
69,1000.0,23.81992387748,0,79,compra,Florianópolis,Aposentado,3,1
70,1000.0,6.547546075089531,0,37,compra,Natal,Não Aposentado,2,0
71,1000.0,13.19904718271913,0,37,compra,Salvador,Não Aposentado,5,1
72,1000.0,0.3071474561121468,0,26,transferencia,Fortaleza,Estudante,5,1
73,1000.0,21.98160846323739,0,56,compra,Belém,Não Aposentado,3,1
74,1000.0,5.982980795071305,0,57,compra,São Luís,Não Aposentado,1,0
75,1000.0,4.160369994837619,0,72,compra,Teresina,Aposentado,1,0
76,1000.0,17.845307272152297,0,55,compra,Boa Vista,Não Aposentado,5,1
77,1000.0,10.556209888837547,0,41,compra,Salvador,Não Aposentado,4,1
78,1000.0,9.76189950794539,0,71,transferencia,Palmas,Aposentado,1,1
79,1000.0,3.298550142514034,0,31,saque,Curitiba,Não Aposentado,2,0
80,1000.0,10.376786906874987,0,37,saque,Vitória,Não Aposentado,3,1
81,1000.0,19.355288549879486,0,69,compra,Natal,Aposentado,3,1
82,1000.0,3.174868563372174,0,66,compra,São Luís,Aposentado,1,0
83,1000.0,20.205731601216563,0,55,saque,Porto Alegre,Não Aposentado,4,1
84,1000.0,2.1151100730858277,0,60,compra,Vitória,Aposentado,4,1
85,1000.0,15.146268483367365,0,43,compra,Cuiabá,Não Aposentado,3,1
86,1000.0,23.475607708610603,0,30,compra,João Pessoa,Não Aposentado,2,0
87,1000.0,0.17571695600728354,1,21,compra,Porto Alegre,Estudante,2,0
88,1000.0,3.2865390819792353,1,36,compra,Curitiba,Não Aposentado,5,1
89,1000.0,11.247981639410405,1,23,transferencia,Vitória,Estudante,4,1
90,1000.0,14.195390524683926,0,63,transferencia,Porto Alegre,Aposentado,1,0
91,1000.0,20.92501645831863,0,48,compra,Boa Vista,Não Aposentado,3,1
92,1152.4080274740948,14.601818195478618,0,42,compra,São Paulo,Não Aposentado,2,0
93,1000.0,11.594481474256368,0,65,compra,Brasília,Aposentado,2,0
94,1000.0,20.447933360434387,1,74,compra,Teresina,Aposentado,2,0
95,1000.0,2.421149267968139,0,36,saque,Vitória,Não Aposentado,3,1
96,1000.0,4.994477601123406,0,54,compra,Palmas,Não Aposentado,4,1
97,1000.0,15.816598784880282,1,48,compra,Florianópolis,Não Aposentado,4,1
98,1000.0,14.21310089737187,1,23,compra,Porto Alegre,Estudante,5,1
99,1000.0,21.571270978918687,0,71,compra,Vitória,Aposentado,2,0
100,1000.0,7.235492239516082,0,41,compra,Curitiba,Não Aposentado,5,1
101,1000.0,2.3279685733466957,1,40,compra,Florianópolis,Não Aposentado,5,1
102,1000.0,19.609262794486792,0,25,compra,Porto Velho,Estudante,5,1
103,1000.0,18.515970923987293,0,60,transferencia,Rio de Janeiro,Aposentado,3,1
104,1000.0,6.1062021159279425,0,22,compra,Manaus,Estudante,3,1
105,1000.0,23.746638944630057,1,42,transferencia,Rio Branco,Não Aposentado,4,1
106,1000.0,12.062413305497982,1,29,compra,Florianópolis,Estudante,3,1
107,1000.0,9.434289086261533,0,69,compra,Goiânia,Aposentado,3,1
108,1000.0,8.521783780704183,1,32,compra,Cuiabá,Não Aposentado,3,1
109,1000.0,18.978541626715604,1,57,saque,Rio Branco,Não Aposentado,5,1
110,1000.0,4.821922081599374,0,30,compra,Porto Alegre,Não Aposentado,4,1
111,1000.0,14.155229924647838,0,37,saque,Curitiba,Não Aposentado,3,1
112,1000.0,14.84537032051626,1,25,compra,Maceió,Estudante,2,1
113,1000.0,1.3720704355935665,0,50,compra,Natal,Não Aposentado,1,0
114,1000.0,6.657519718226522,0,41,compra,Florianópolis,Não Aposentado,3,1
115,1000.0,17.34144822771439,0,68,compra,Natal,Aposentado,3,1
116,1000.0,22.331622378912005,0,33,transferencia,Rio Branco,Não Aposentado,3,1
117,1000.0,14.067818196261882,0,53,transferencia,Manaus,Não Aposentado,3,1
118,1000.0,17.71803894887594,1,58,compra,Macapá,Não Aposentado,3,1
119,1000.0,10.473624745347628,0,32,transferencia,Macapá,Não Aposentado,1,0
120,1000.0,0.7107296478580762,0,63,compra,Porto Velho,Aposentado,4,1
121,1000.0,9.578382334486692,1,51,transferencia,Porto Alegre,Não Aposentado,1,0
122,1000.0,10.391648122136196,0,24,compra,Belo Horizonte,Estudante,2,1
123,1000.0,4.6542352294509355,1,59,compra,Campo Grande,Não Aposentado,4,1
124,1000.0,16.751205103485002,0,78,compra,São Paulo,Aposentado,1,0
125,1000.0,23.253052415341962,0,66,compra,Porto Velho,Aposentado,3,1
126,1000.0,22.8933682906773,0,55,compra,Vitória,Não Aposentado,1,1
127,1000.0,10.056343630665197,1,61,compra,Campo Grande,Aposentado,2,0
128,1000.0,7.4455253525710905,0,24,saque,São Paulo,Estudante,1,0
129,1000.0,9.26840997831182,0,75,compra,São Luís,Aposentado,2,0
130,1000.0,16.158341543755174,0,51,compra,Belo Horizonte,Não Aposentado,5,1
131,1000.0,5.587544284095166,0,22,compra,Belém,Estudante,4,1
132,1000.0,8.146344484787486,0,34,compra,Boa Vista,Não Aposentado,2,0
133,1000.0,2.313486137994124,0,52,compra,Belo Horizonte,Não Aposentado,2,0
134,1000.0,6.955227975281439,0,50,compra,Vitória,Não Aposentado,2,0
135,1000.0,15.3188245236726,1,78,compra,Belém,Aposentado,3,1
136,1000.0,4.821895767814596,0,74,compra,Campo Grande,Aposentado,2,0
137,1000.0,2.0495426562222345,0,33,compra,São Paulo,Não Aposentado,2,0
138,1000.0,2.890022743177636,0,59,saque,Maceió,Não Aposentado,3,1
139,1000.0,16.700863809390825,0,56,compra,Natal,Não Aposentado,4,1
140,1000.0,12.15636563106191,1,60,compra,Palmas,Aposentado,3,1
141,1000.0,18.635460369985715,0,73,saque,Belém,Aposentado,2,0
142,1000.0,22.530741294731747,0,27,compra,Belém,Estudante,2,0
143,1000.0,3.771600870112124,1,79,saque,São Paulo,Aposentado,1,0
144,1000.0,4.645307460346837,1,62,saque,Aracaju,Aposentado,1,1
145,1000.0,13.889799675258706,0,66,compra,Brasília,Aposentado,2,0
146,1000.0,16.42938117266476,0,69,saque,Belém,Aposentado,3,1
147,1000.0,9.336276619235377,0,47,saque,Porto Velho,Não Aposentado,4,1
148,1000.0,3.1443536424656635,1,36,transferencia,Aracaju,Não Aposentado,2,0
149,1000.0,9.054807185890677,0,21,compra,Teresina,Estudante,3,1
150,1000.0,10.846949102476696,0,67,saque,Boa Vista,Aposentado,4,1
151,1000.0,17.53413144764699,0,28,compra,Rio de Janeiro,Estudante,3,1
152,1000.0,23.974307906530623,1,76,compra,Rio de Janeiro,Aposentado,2,0
153,1000.0,6.811699602739428,0,62,saque,Aracaju,Aposentado,2,0
154,1000.0,8.436026330968357,0,43,saque,São Paulo,Não Aposentado,5,1
155,1000.0,10.566497282768308,0,60,transferencia,Cuiabá,Aposentado,1,0
156,1000.0,12.145284926223429,1,35,compra,São Luís,Não Aposentado,1,0
157,1000.0,12.537555755563986,1,39,saque,Palmas,Não Aposentado,4,1
158,1000.0,8.850764402329915,0,50,compra,Brasília,Não Aposentado,4,1
159,1000.0,12.697736907088666,1,68,compra,Goiânia,Aposentado,3,1
160,1000.0,15.010311628008449,0,64,saque,Palmas,Aposentado,2,0
161,1000.0,1.6207607127428911,0,43,compra,Salvador,Não Aposentado,3,1
162,1000.0,0.674736954612924,0,56,saque,Campo Grande,Não Aposentado,3,1
163,1000.0,18.218971460829582,0,63,compra,São Paulo,Aposentado,3,1
164,1000.0,10.709601027185508,0,60,saque,Rio Branco,Aposentado,3,1
165,1000.0,1.37529838569262,0,59,transferencia,Boa Vista,Não Aposentado,4,1
166,1000.0,4.306286701877855,0,76,saque,Macapá,Aposentado,3,1
167,1000.0,10.496664935943544,1,50,saque,Curitiba,Não Aposentado,4,1
168,1000.0,4.145765294284227,1,18,saque,Fortaleza,Estudante,2,0
169,1000.0,15.616148312048207,1,75,compra,Teresina,Aposentado,2,0
170,1000.0,19.72220554188247,1,47,saque,Palmas,Não Aposentado,5,1
171,1000.0,18.27420726667674,0,25,compra,Macapá,Estudante,5,1
172,1000.0,11.177440505710758,1,51,compra,Porto Alegre,Não Aposentado,4,1
173,1000.0,23.35439043683268,0,73,compra,Manaus,Aposentado,2,0
174,1000.0,20.78038535201536,0,26,compra,Boa Vista,Estudante,1,0
175,1000.0,10.0560783616632,1,67,compra,Macapá,Aposentado,2,0
176,1000.0,3.1236622195648094,0,63,compra,Curitiba,Aposentado,4,1
177,1000.0,11.457529900369053,0,79,compra,João Pessoa,Aposentado,4,1
178,1000.0,23.61670356302552,0,25,compra,Recife,Estudante,4,1
179,1000.0,11.022743693230648,0,77,compra,Recife,Aposentado,1,0
180,1000.0,7.07727815744978,0,35,saque,Rio de Janeiro,Não Aposentado,5,1
181,1000.0,13.442033720349851,0,36,compra,Boa Vista,Não Aposentado,5,1
182,1000.0,9.779758881961346,1,70,compra,Brasília,Aposentado,3,1
183,1000.0,23.380098501007993,0,71,compra,Teresina,Aposentado,4,1
184,1000.0,1.244063041692553,1,76,saque,Teresina,Aposentado,2,0
185,1000.0,14.026877794202637,1,69,saque,Porto Velho,Aposentado,1,0
186,1000.0,22.324143553169726,0,76,saque,Vitória,Aposentado,2,0
187,1000.0,3.5366191387729753,1,76,compra,Belém,Aposentado,1,0
188,1000.0,7.218851226963116,0,55,compra,Belo Horizonte,Não Aposentado,5,1
189,1000.0,16.54913224066932,1,46,transferencia,São Paulo,Não Aposentado,4,1
190,1000.0,5.0248790464761255,0,31,saque,Belo Horizonte,Não Aposentado,2,0
191,1000.0,15.859255937678277,0,34,saque,Rio de Janeiro,Não Aposentado,5,1
192,1000.0,2.0907292607722514,0,56,saque,Goiânia,Não Aposentado,3,1
193,1000.0,0.2524994682885886,0,39,compra,Salvador,Não Aposentado,4,1
194,1000.0,3.971137050695183,1,64,saque,João Pessoa,Aposentado,3,1
195,1000.0,17.827135864573343,1,26,compra,Aracaju,Estudante,1,0
196,1000.0,16.334020706379548,0,27,compra,Boa Vista,Estudante,2,0
197,1000.0,21.404505766714827,0,63,saque,Curitiba,Aposentado,4,1
198,1000.0,22.466320988272276,0,66,compra,Aracaju,Aposentado,4,1
199,1000.0,21.213354866371287,1,51,saque,João Pessoa,Não Aposentado,2,0
200,1000.0,11.942150455736655,0,77,compra,Porto Alegre,Aposentado,4,1
201,1000.0,11.964901869937432,0,51,compra,São Paulo,Não Aposentado,1,1
202,1000.0,19.48198802478026,1,72,compra,Rio de Janeiro,Aposentado,4,1
203,1000.0,11.886567856589998,0,62,compra,Goiânia,Aposentado,3,1
204,1000.0,0.4766635211955137,0,42,compra,Goiânia,Não Aposentado,5,1
205,1000.0,4.5162437636082595,1,52,compra,Macapá,Não Aposentado,4,1
206,1000.0,13.101703553702324,0,65,compra,Curitiba,Aposentado,4,1
207,1000.0,10.254377791862293,0,57,transferencia,Macapá,Não Aposentado,3,1
208,1000.0,6.311498919042684,1,71,compra,Belo Horizonte,Aposentado,4,1
209,1000.0,20.511060310544128,0,78,compra,Aracaju,Aposentado,3,1
210,1000.0,15.64461374109085,1,36,compra,São Paulo,Não Aposentado,5,1
211,1000.0,11.748201153048154,0,19,compra,Fortaleza,Estudante,2,0
212,1000.0,23.537376990337282,1,40,compra,São Luís,Não Aposentado,5,1
213,1000.0,14.22319650846947,1,43,compra,Porto Velho,Não Aposentado,2,0
214,1000.0,19.066261195264758,1,76,saque,Natal,Aposentado,3,1
215,1000.0,22.77851741492163,0,68,compra,Macapá,Aposentado,3,1
216,1000.0,15.439581541977816,0,63,compra,Maceió,Aposentado,3,1
217,1000.0,5.395463556312332,0,61,saque,São Paulo,Aposentado,1,0
218,1000.0,12.502804323639532,1,33,compra,Brasília,Não Aposentado,5,1
219,1000.0,23.66897588988,0,40,compra,Rio Branco,Não Aposentado,1,0
220,1000.0,8.97120463444066,0,67,saque,Rio Branco,Aposentado,3,1
221,1000.0,9.529563989876802,0,74,transferencia,Belo Horizonte,Aposentado,2,1
222,1000.0,22.903841958585097,1,56,compra,Natal,Não Aposentado,1,0
223,1000.0,12.736766294557299,0,59,transferencia,Teresina,Não Aposentado,4,1
224,1000.0,11.244885661176365,0,74,saque,Salvador,Aposentado,3,1
225,1000.0,22.98006465891956,0,45,saque,Rio de Janeiro,Não Aposentado,4,1
226,1000.0,15.915774736365545,0,26,transferencia,Teresina,Estudante,2,0
227,1000.0,14.211220611669763,0,48,compra,Rio de Janeiro,Não Aposentado,3,1
228,1000.0,18.690964613600812,0,70,compra,Cuiabá,Aposentado,1,0
229,1000.0,22.901831674205233,1,46,compra,São Paulo,Não Aposentado,5,1
230,1000.0,4.0829361112630025,0,24,transferencia,Macapá,Estudante,3,1
231,1000.0,0.9009216332193519,0,23,compra,Vitória,Estudante,1,0
232,1000.0,0.24532026751190905,1,24,compra,Porto Velho,Estudante,5,1
233,1000.0,11.48061447611148,0,53,transferencia,Porto Velho,Não Aposentado,2,0
234,1000.0,4.224855682277896,1,33,saque,Florianópolis,Não Aposentado,5,1
235,1000.0,16.377693647316498,0,78,compra,São Luís,Aposentado,3,1
236,1000.0,6.358878471342534,0,47,transferencia,Aracaju,Não Aposentado,3,1
237,1000.0,11.896952018357497,0,49,transferencia,Brasília,Não Aposentado,2,0
238,1000.0,10.048179669514536,1,59,compra,São Luís,Não Aposentado,5,1
239,1000.0,14.878025065518711,0,20,compra,Campo Grande,Estudante,5,1
240,1000.0,6.973634121577432,0,70,saque,Belo Horizonte,Aposentado,1,0
241,1000.0,14.025898104740016,1,72,saque,Salvador,Aposentado,1,0
242,1000.0,11.875236066120136,0,72,compra,Goiânia,Aposentado,2,0
243,1000.0,0.24785979406426062,0,52,compra,Boa Vista,Não Aposentado,3,1
244,1000.0,9.452796974374412,0,65,saque,Aracaju,Aposentado,3,1
245,1000.0,18.00542589412695,1,36,compra,Boa Vista,Não Aposentado,3,1
246,1000.0,3.4931906303598206,1,66,compra,Recife,Aposentado,2,0
247,1000.0,12.682366377134354,0,20,compra,Fortaleza,Estudante,5,1
248,1000.0,8.385322372141781,0,59,compra,João Pessoa,Não Aposentado,5,1
249,1000.0,15.197607556808773,0,62,saque,São Luís,Aposentado,4,1
250,1000.0,9.514194071456163,0,27,saque,Fortaleza,Estudante,1,0
251,1000.0,16.032487964878484,1,49,compra,Manaus,Não Aposentado,1,0
252,1000.0,16.963484198415056,0,35,compra,Brasília,Não Aposentado,4,1
253,1000.0,22.302015593292207,1,48,saque,Maceió,Não Aposentado,2,0
254,1000.0,12.890464706227414,0,72,compra,Florianópolis,Aposentado,4,1
255,1000.0,13.081615178251901,0,63,compra,Recife,Aposentado,1,1
256,1000.0,15.74363332966831,1,74,compra,Manaus,Aposentado,3,1
257,1000.0,13.081303910415482,0,74,saque,Florianópolis,Aposentado,1,0
258,1000.0,16.12339958077716,0,65,compra,Porto Velho,Aposentado,3,1
259,1000.0,20.011241824038944,0,21,compra,Belém,Estudante,2,0
260,1000.0,8.537639199030867,0,51,compra,Recife,Não Aposentado,4,1
261,1000.0,10.288970156833923,1,55,compra,Porto Alegre,Não Aposentado,3,1
262,1000.0,13.523549846313077,1,26,compra,Fortaleza,Estudante,4,1
263,1000.0,15.021103843628811,0,51,saque,Recife,Não Aposentado,2,0
264,1000.0,1.0484183250141745,0,50,compra,Rio de Janeiro,Não Aposentado,3,1
265,1000.0,23.596362066424078,1,49,compra,São Paulo,Não Aposentado,3,1
266,1000.0,21.017184180894787,0,50,transferencia,São Luís,Não Aposentado,3,1
267,1000.0,22.314902025659322,0,18,saque,Porto Velho,Estudante,5,1
268,1000.0,9.781859252798576,1,40,compra,Teresina,Não Aposentado,1,0
269,1000.0,1.119599968265078,0,39,compra,Manaus,Não Aposentado,1,0
270,1000.0,10.875337313505131,0,65,compra,Goiânia,Aposentado,4,1
271,1000.0,23.500439752957462,0,43,compra,Manaus,Não Aposentado,2,0
272,1000.0,5.3969901196206305,0,33,saque,Porto Velho,Não Aposentado,5,1
273,1000.0,15.796838723580358,1,48,compra,Florianópolis,Não Aposentado,1,0
274,1000.0,1.384781326813986,1,78,saque,Macapá,Aposentado,3,1
275,1000.0,16.842363507900117,0,36,compra,Maceió,Não Aposentado,3,1
276,1000.0,2.1799820098099953,0,55,saque,Aracaju,Não Aposentado,4,1
277,1000.0,3.1293553911739567,0,43,compra,Cuiabá,Não Aposentado,5,1
278,1000.0,11.018724439763217,1,51,compra,Curitiba,Não Aposentado,2,0
279,1000.0,14.859908941480164,0,71,saque,Cuiabá,Aposentado,3,1
280,1000.0,9.438097299691202,1,77,compra,Recife,Aposentado,3,1
281,1000.0,0.3568255383877519,0,54,saque,Belo Horizonte,Não Aposentado,1,0
282,1000.0,13.179109685854721,0,26,compra,Fortaleza,Estudante,4,1
283,1000.0,14.860356956656936,0,45,compra,Teresina,Não Aposentado,4,1
284,1000.0,4.29268626126329,0,78,saque,Cuiabá,Aposentado,4,1
285,1000.0,16.883253265793233,0,68,compra,Salvador,Aposentado,2,0
286,1000.0,10.46361485402263,1,22,compra,Florianópolis,Estudante,5,1
287,1000.0,9.666518432194628,0,57,compra,Cuiabá,Não Aposentado,4,1
288,1000.0,20.89538643992975,0,50,compra,Boa Vista,Não Aposentado,4,1
289,1000.0,22.966946471101075,0,68,compra,Boa Vista,Aposentado,4,1
290,1000.0,21.029025635100652,0,53,compra,Florianópolis,Não Aposentado,3,1
291,1000.0,16.851110710140922,0,20,compra,Aracaju,Estudante,3,1
292,1000.0,11.949134676256843,0,26,compra,Rio de Janeiro,Estudante,2,0
293,1000.0,0.7678691832462565,0,25,compra,Natal,Estudante,1,0
294,1000.0,21.28079586760957,0,21,compra,Boa Vista,Estudante,5,1
295,1000.0,15.152270805173378,0,61,compra,Macapá,Aposentado,1,0
296,1000.0,22.51627855142166,1,75,compra,Manaus,Aposentado,3,1
297,1000.0,21.495095197050293,0,65,compra,Teresina,Aposentado,4,1
298,1000.0,5.15388506291948,0,39,compra,Curitiba,Não Aposentado,3,1
299,1000.0,9.962534331440185,0,63,compra,Manaus,Aposentado,1,0
300,1000.0,9.544646025992769,0,30,compra,Palmas,Não Aposentado,4,1
301,1000.0,0.8532455590248107,0,43,saque,Macapá,Não Aposentado,5,1
302,1000.0,0.4188720307072673,0,32,transferencia,Florianópolis,Não Aposentado,3,1
303,1000.0,16.577943481190136,0,58,saque,João Pessoa,Não Aposentado,3,1
304,1000.0,7.888978050289637,0,24,compra,Aracaju,Estudante,4,1
305,1000.0,19.41217800585244,0,73,compra,Fortaleza,Aposentado,4,1
306,1000.0,1.1327718921901555,0,52,compra,Porto Velho,Não Aposentado,5,1
307,1000.0,7.970833719107598,1,19,compra,Rio Branco,Estudante,1,0
308,1000.0,21.50193533533218,0,54,compra,Belém,Não Aposentado,3,1
309,1000.0,2.1925830195090317,0,63,compra,Recife,Aposentado,4,1
310,1000.0,5.566570037797972,0,20,compra,Recife,Estudante,1,0
311,1000.0,3.5431922808840577,1,76,compra,Belém,Aposentado,2,0
312,1000.0,15.557693293219742,0,27,compra,Belém,Estudante,3,1
313,1000.0,11.97504011622874,1,54,saque,Rio Branco,Não Aposentado,2,0
314,1000.0,3.467948970963592,0,72,saque,Teresina,Aposentado,3,1
315,1000.0,15.143978976034852,1,74,saque,Palmas,Aposentado,3,1
316,1000.0,23.22489608875566,1,67,saque,Palmas,Aposentado,1,0
317,1000.0,10.568784941925498,0,67,compra,Campo Grande,Aposentado,4,1
318,1000.0,19.28444391884171,0,24,compra,Recife,Estudante,1,0
319,1000.0,17.0458607296628,1,44,compra,João Pessoa,Não Aposentado,3,1
320,1000.0,8.660380146976323,0,40,compra,Salvador,Não Aposentado,1,0
321,1000.0,23.719105938481597,1,30,compra,Maceió,Não Aposentado,5,1
322,1000.0,21.06784863248563,0,37,compra,Fortaleza,Não Aposentado,2,0
323,1000.0,1.6570072519250552,1,51,compra,Aracaju,Não Aposentado,3,1
324,1000.0,9.581258760856636,0,51,compra,Fortaleza,Não Aposentado,4,1
325,1000.0,2.8972317586782346,0,44,compra,Aracaju,Não Aposentado,4,1
326,1000.0,14.3522489991352,1,36,compra,Cuiabá,Não Aposentado,2,0
327,1000.0,0.8385347294895071,0,78,transferencia,Campo Grande,Aposentado,4,1
328,1000.0,0.012823721044567193,0,79,compra,Belém,Aposentado,2,1
329,1000.0,9.750943824975423,1,23,compra,Belém,Estudante,5,1
330,1000.0,21.15010056195019,0,58,compra,São Paulo,Não Aposentado,1,0
331,1000.0,22.83978221318109,1,27,saque,Palmas,Estudante,4,1
332,1000.0,20.414132124441267,0,77,compra,Belém,Aposentado,3,1
333,1000.0,17.070345066613736,0,76,compra,Campo Grande,Aposentado,4,1
334,1000.0,6.373916166689026,0,70,compra,São Paulo,Aposentado,3,1
335,1000.0,8.652987914368264,0,34,compra,Salvador,Não Aposentado,4,1
336,1000.0,3.5050903213536966,0,37,compra,Macapá,Não Aposentado,1,0
337,1000.0,6.556505151356254,1,44,transferencia,Palmas,Não Aposentado,3,1
338,1000.0,21.069941958732777,1,23,compra,Recife,Estudante,1,0
339,1000.0,19.462738675712554,1,73,transferencia,Natal,Aposentado,1,0
340,1000.0,13.735724518035205,0,70,compra,Curitiba,Aposentado,4,1
341,1000.0,14.428410994640853,1,66,transferencia,Recife,Aposentado,1,1
342,1000.0,17.930067591762658,0,34,compra,Boa Vista,Não Aposentado,4,1
343,1000.0,19.943331180258273,0,38,compra,Brasília,Não Aposentado,2,0
344,1000.0,19.5926081432567,1,24,saque,Campo Grande,Estudante,5,1
345,1000.0,18.579464503947495,0,62,compra,Florianópolis,Aposentado,4,1
346,1000.0,9.485020344426763,1,52,compra,Vitória,Não Aposentado,2,0
347,1000.0,2.1348222133695325,0,33,saque,Vitória,Não Aposentado,3,1
348,1000.0,9.082940690659479,0,32,compra,Vitória,Não Aposentado,2,0
349,1000.0,20.91413308053548,0,39,saque,Maceió,Não Aposentado,3,1
350,1000.0,3.220180754711417,0,61,transferencia,Belo Horizonte,Aposentado,3,1
351,1000.0,2.7903880572047264,0,62,compra,Aracaju,Aposentado,2,1
352,1000.0,0.3329731319203395,0,78,compra,Fortaleza,Aposentado,3,1
353,1000.0,15.984132766934927,0,23,compra,Salvador,Estudante,5,1
354,1000.0,7.805433702331965,1,67,compra,Porto Velho,Aposentado,2,0
